-0.47456,0.14731,0.58674
-0.47298,0.14934,0.58807
-0.47068,0.1516,0.58917
-0.46909,0.15393,0.59051
-0.46712,0.1566,0.59194
-0.46507,0.15838,0.59327
-0.46374,0.16088,0.59446
-0.46122,0.16222,0.59517
-0.45912,0.16409,0.59634
-0.45607,0.16513,0.59771
-0.4524,0.16661,0.59914
-0.44962,0.16777,0.60017
-0.4474,0.16854,0.60097
-0.4457,0.16937,0.60147
-0.44499,0.17155,0.60266
-0.44401,0.1732,0.60403
-0.44236,0.17659,0.60509
-0.44083,0.17821,0.6057
-0.44057,0.17742,0.60593
-0.43918,0.17552,0.60554
-0.43815,0.17338,0.60533
-0.43696,0.17072,0.60487
-0.43495,0.16592,0.60328
-0.43161,0.16074,0.6025
-0.42789,0.15749,0.60281
-0.42379,0.15964,0.60436
-0.42042,0.16169,0.60599
-0.41669,0.16481,0.60842
-0.4131,0.16588,0.60953
-0.41132,0.16482,0.60963
-0.40849,0.16138,0.60897
-0.40629,0.15748,0.60824
-0.40429,0.15409,0.60815
-0.40185,0.15118,0.60785
-0.39911,0.14816,0.60755
-0.3971,0.14632,0.60717
-0.39579,0.14213,0.60712
-0.39263,0.13621,0.60535
-0.38981,0.13238,0.60507
-0.38667,0.12814,0.60483
-0.38433,0.12463,0.60464
-0.3821,0.11908,0.60388
-0.38055,0.11407,0.60253
-0.37873,0.10912,0.60169
-0.37788,0.10596,0.60086
-0.3769,0.10248,0.59971
-0.37715,0.097739,0.59868
-0.37662,0.093634,0.59652
-0.3765,0.088088,0.59365
-0.37697,0.083394,0.5926
-0.37834,0.078443,0.59136
-0.37881,0.074764,0.58976
-0.38118,0.071268,0.58833
-0.38301,0.066108,0.58598
-0.38468,0.062846,0.58456
-0.38779,0.060018,0.58186
-0.39129,0.057619,0.57972
-0.39442,0.054618,0.57794
-0.39755,0.053645,0.57609
-0.40219,0.049417,0.5732
-0.4063,0.044764,0.56969
-0.41136,0.042077,0.56758
-0.41591,0.040085,0.56631
-0.41941,0.037263,0.56395
-0.42235,0.032907,0.56149
-0.42366,0.029512,0.55955
-0.42338,0.026018,0.5584
-0.42257,0.02245,0.55789
-0.42172,0.019144,0.55691
-0.42009,0.015644,0.55582
-0.41815,0.012296,0.55554
-0.41493,0.0083111,0.55503
-0.4133,0.0066203,0.55492
-0.41178,0.0038224,0.55461
-0.41077,0.0027041,0.55449
-0.40039,0.0053234,0.54667
-0.40564,0.0005026,0.55358
-0.40412,-0.0004493,0.55385
-0.40271,-0.0047455,0.5533
-0.40196,-0.0099049,0.55259
-0.40342,-0.013721,0.55137
-0.40569,-0.018932,0.54951
-0.40766,-0.023008,0.54815
-0.40997,-0.025025,0.54712
-0.41359,-0.026033,0.54592
-0.41746,-0.026838,0.54422
-0.42009,-0.02789,0.54298
-0.42241,-0.027205,0.54281
-0.42535,-0.026401,0.54249
-0.42798,-0.024682,0.54136
-0.43111,-0.023815,0.54089
-0.434,-0.022921,0.54025
-0.43734,-0.021221,0.54013
-0.43957,-0.019965,0.53949
-0.44251,-0.018329,0.53898
-0.44632,-0.018948,0.53816
-0.44941,-0.019656,0.53755
-0.45315,-0.021282,0.53615
-0.45592,-0.023396,0.53443
-0.45893,-0.024398,0.53374
-0.46156,-0.025194,0.53259
-0.46464,-0.024615,0.53188
-0.46889,-0.021716,0.53175
-0.47136,-0.020101,0.53174
-0.47362,-0.018993,0.53156
-0.47655,-0.017283,0.53094
-0.47988,-0.015921,0.53026
-0.48326,-0.013711,0.53024
-0.48471,-0.012639,0.52982
-0.48597,-0.011612,0.52981
-0.4886,-0.0080765,0.53024
-0.48962,-0.0074556,0.53054
-0.48969,-0.0068281,0.53051
-0.49079,-0.0077197,0.52982
-0.49352,-0.0090546,0.52867
-0.49604,-0.0098011,0.52742
-0.49801,-0.011717,0.52575
-0.5007,-0.01373,0.5247
-0.50206,-0.014962,0.52362
-0.50478,-0.016203,0.52216
-0.50651,-0.016723,0.52095
-0.50871,-0.017287,0.52006
-0.51106,-0.017461,0.5197
-0.51368,-0.017227,0.51889
-0.53303,-0.023173,0.52326
-0.53336,-0.023029,0.52194
-0.53192,-0.022033,0.52046
-0.53264,-0.019201,0.52045
-0.53148,-0.016892,0.51893
-0.52282,-0.014024,0.52294
-0.52149,-0.012688,0.52327
-0.52139,-0.011032,0.525
-0.5204,-0.0064677,0.52633
-0.518,-0.0033095,0.52742
-0.51715,-0.0014936,0.52815
-0.51523,0.0020504,0.52853
-0.51341,0.0031781,0.5304
-0.51086,0.0063053,0.53304
-0.51046,0.0059668,0.53333
-0.50889,0.0098894,0.53561
-0.50637,0.012171,0.538
-0.5044,0.014832,0.54012
-0.5023,0.01794,0.54132
-0.50099,0.01916,0.54219
-0.4985,0.019637,0.54375
-0.49571,0.021898,0.54532
-0.49346,0.024101,0.54696
-0.49137,0.02669,0.54858
-0.48891,0.02919,0.55041
-0.48949,0.028828,0.55119
-0.48842,0.032112,0.55138
-0.48685,0.036357,0.55175
-0.49943,0.040297,0.55088
-0.49979,0.044714,0.5524
-0.50017,0.046027,0.55385
-0.5021,0.050602,0.55485
-0.50285,0.051648,0.55556
-0.50388,0.056001,0.5564
-0.50536,0.060514,0.55739
-0.50669,0.062253,0.55817
-0.5075,0.065738,0.55849
-0.50716,0.067378,0.5588
-0.50786,0.073326,0.56047
-0.51095,0.076545,0.5623
-0.51174,0.077378,0.56287
-0.51183,0.077736,0.56274
-0.51411,0.080287,0.56243
-0.51508,0.079101,0.56189
-0.4931,0.042204,0.54015
-0.4943,0.041696,0.53944
-0.52108,0.078228,0.56006
-0.52325,0.07777,0.55921
-0.50277,0.039285,0.53683
-0.52932,0.07695,0.55754
-0.53223,0.076319,0.55645
-0.5358,0.076584,0.55546
-0.53835,0.076062,0.55454
-0.54099,0.075474,0.55393
-0.52168,0.038546,0.53098
-0.54759,0.076602,0.5526
-0.55123,0.076779,0.55083
-0.39491,0.045712,0.46596
-0.39598,0.046001,0.46614
-0.54639,0.047768,0.51286
-0.5381,0.11681,0.54325
-0.52811,0.081372,0.54575
-0.53289,0.082022,0.54473
-0.52309,0.090314,0.54576
-0.52411,0.082068,0.54763
-0.52946,0.086382,0.54743
-0.52824,0.087635,0.54838
-0.52709,0.089119,0.54894
-0.51922,0.0847,0.55177
-0.5226,0.091552,0.55095
-0.5201,0.091512,0.55191
-0.5196,0.092826,0.55296
-0.51832,0.09498,0.55397
-0.51761,0.098187,0.55535
-0.53218,0.099647,0.56612
-0.51078,0.10495,0.55976
-0.50951,0.10617,0.56042
-0.50682,0.1064,0.56158
-0.50071,0.10862,0.56388
-0.49863,0.11052,0.56543
-0.49686,0.11063,0.56629
-0.49577,0.11037,0.5665
-0.49617,0.11166,0.567
-0.49459,0.11246,0.56749
-0.49443,0.11606,0.56895
-0.49448,0.11857,0.57016
-0.6677,0.17276,0.56431
-0.66456,0.1574,0.56571
-0.66903,0.12365,0.56124
-0.39345,0.05054,0.48838
-0.49712,0.10768,0.56713
-0.51602,0.10376,0.57825
-0.50798,0.11422,0.57599
-0.49555,0.12127,0.56924
-0.49567,0.12072,0.56851
-0.51134,0.12071,0.58743
-0.49091,0.12173,0.57318
-0.49291,0.11844,0.57288
-0.49205,0.11811,0.57239
-0.49122,0.1169,0.57245
-0.48993,0.11749,0.57175
-0.48931,0.1193,0.57127
-0.48897,0.11967,0.57073
-0.48896,0.11974,0.57055
-0.49292,0.13897,0.57958
-0.48801,0.12126,0.56811
-0.488,0.12122,0.56808
-0.48799,0.12124,0.56806
-0.488,0.12124,0.56812
-0.48799,0.12117,0.56805
-0.48801,0.12119,0.56807
-0.48799,0.12123,0.56804
-0.48805,0.12121,0.56816
-0.48801,0.12122,0.5681
-0.48802,0.12125,0.56812
-0.488,0.12121,0.56809
-0.48802,0.12122,0.56812
-0.48799,0.12118,0.56804
-0.48802,0.12122,0.56811
-0.488,0.12122,0.56808
-0.488,0.12123,0.56812
-0.48801,0.12122,0.56809
-0.48801,0.12122,0.5681
-0.48801,0.12123,0.56811
-0.488,0.1212,0.56808
-0.48798,0.12122,0.56805
-0.488,0.12123,0.56809
-0.48799,0.1212,0.56809
-0.48799,0.12123,0.56807
-0.48799,0.12122,0.56807
-0.48799,0.12121,0.56808
-0.48799,0.12124,0.56806
-0.48799,0.12122,0.56805
-0.48799,0.12125,0.56806
-0.48799,0.12125,0.56806
