-0.48585,0.12452,0.56999
-0.48587,0.12454,0.57002
-0.48586,0.12459,0.56996
-0.48588,0.12451,0.57003
-0.48587,0.1245,0.57005
-0.48589,0.12451,0.57008
-0.48587,0.12451,0.57003
-0.48587,0.12451,0.57003
-0.48589,0.12456,0.57008
-0.48589,0.12456,0.57005
-0.48587,0.12451,0.57001
-0.48588,0.12459,0.56998
-0.48589,0.12452,0.57005
-0.48586,0.1245,0.57
-0.48588,0.1245,0.57005
-0.4859,0.12452,0.57007
-0.48588,0.1245,0.57004
-0.48587,0.12455,0.57003
-0.48586,0.1245,0.57001
-0.48582,0.12456,0.56991
-0.48587,0.12452,0.57002
-0.48588,0.12455,0.57001
-0.48587,0.12461,0.56998
-0.48585,0.12451,0.56999
-0.48586,0.12453,0.57
-0.48587,0.12454,0.57003
-0.48586,0.12451,0.57
-0.48588,0.12454,0.57004
-0.48589,0.1245,0.57008
-0.48586,0.12451,0.57001
-0.48587,0.1245,0.57005
-0.4859,0.12456,0.57005
-0.48585,0.1246,0.56995
-0.48587,0.12453,0.57001
-0.48586,0.1246,0.56997
-0.48583,0.12463,0.56992
-0.48587,0.12454,0.57003
-0.48585,0.12454,0.57001
-0.48587,0.12462,0.56999
-0.48586,0.1245,0.57002
-0.48589,0.12454,0.57004
-0.48586,0.12461,0.56997
-0.48586,0.12451,0.57003
-0.48587,0.12452,0.57003
-0.48586,0.1246,0.56996
-0.48587,0.12451,0.57003
-0.48585,0.12463,0.56994
-0.48589,0.12454,0.57005
-0.48586,0.12451,0.57002
-0.48586,0.12454,0.57001
-0.48588,0.12451,0.57006
-0.48587,0.12455,0.57002
-0.48585,0.12452,0.57001
-0.48584,0.12461,0.56993
-0.48587,0.12452,0.57003
-0.48588,0.12463,0.56999
-0.48588,0.12452,0.57004
-0.48587,0.12452,0.57003
-0.48586,0.12462,0.56995
-0.48586,0.12462,0.56996
-0.48587,0.12462,0.56998
-0.48585,0.12453,0.56999
-0.48589,0.12452,0.57006
-0.48587,0.12451,0.57006
-0.48585,0.12457,0.56997
-0.48587,0.12454,0.57006
-0.48583,0.12458,0.56993
-0.48588,0.12455,0.57004
-0.48587,0.12454,0.57003
-0.48587,0.12459,0.56999
-0.48586,0.12452,0.57002
-0.48585,0.1246,0.56995
-0.48585,0.12462,0.56997
-0.48585,0.1246,0.56995
-0.48586,0.12459,0.56999
-0.48587,0.12448,0.57004
-0.48588,0.12454,0.57005
-0.48584,0.12459,0.56996
-0.48587,0.1245,0.57006
-0.48587,0.12456,0.57002
-0.48586,0.12459,0.56998
-0.48587,0.12455,0.57004
-0.48589,0.12453,0.57005
-0.48589,0.12452,0.57007
-0.48586,0.12454,0.57
-0.48586,0.1246,0.56997
-0.48587,0.12454,0.57001
-0.48584,0.12457,0.56995
-0.4859,0.12457,0.57007
-0.48586,0.12452,0.56999
-0.48588,0.12461,0.56998
-0.48585,0.12461,0.56992
-0.48587,0.12461,0.56997
-0.48587,0.1245,0.57004
-0.48587,0.12455,0.57003
-0.48587,0.12452,0.57004
-0.48585,0.12464,0.56996
-0.48584,0.12461,0.56995
-0.48588,0.12453,0.57006
-0.48587,0.12461,0.56996
-0.48587,0.12464,0.56997
-0.48588,0.12451,0.57006
-0.48585,0.12465,0.56993
-0.48587,0.12462,0.56997
-0.48588,0.12448,0.57008
-0.48585,0.12462,0.56997
-0.48583,0.1246,0.56994
-0.48583,0.12463,0.56994
-0.48586,0.1245,0.57003
-0.48586,0.12458,0.56998
-0.48585,0.1246,0.56995
-0.48586,0.1246,0.56996
-0.48585,0.1246,0.56998
-0.48587,0.12454,0.57002
-0.48586,0.12455,0.57002
-0.48585,0.1246,0.56994
-0.48586,0.12462,0.56997
-0.48584,0.12461,0.56994
-0.48587,0.12462,0.56999
-0.48584,0.12462,0.56993
-0.48588,0.12454,0.57004
-0.48588,0.12451,0.57006
-0.48589,0.12456,0.57007
-0.48586,0.12462,0.56996
-0.48586,0.12461,0.56997
-0.48584,0.12461,0.56993
-0.48588,0.12461,0.57
-0.48586,0.12461,0.56998
-0.48588,0.12465,0.56999
-0.48587,0.12461,0.57
-0.48586,0.12461,0.56997
-0.48586,0.12461,0.56999
-0.48587,0.12456,0.57002
-0.48587,0.12453,0.57002
-0.48586,0.1246,0.56997
-0.48589,0.12452,0.57006
-0.48588,0.12453,0.57006
-0.48585,0.12459,0.56997
-0.48585,0.12453,0.57001
-0.48586,0.12461,0.56996
-0.48585,0.12462,0.56994
-0.48583,0.12456,0.56995
-0.48585,0.12462,0.56995
-0.48585,0.1246,0.56995
-0.48587,0.12463,0.56997
-0.48584,0.12461,0.56995
-0.48584,0.12457,0.56994
-0.48586,0.12462,0.56997
-0.48586,0.12452,0.57001
-0.48586,0.12451,0.57003
-0.48585,0.12463,0.56995
-0.48585,0.12453,0.56999
-0.48584,0.12458,0.56995
-0.48586,0.1246,0.56998
-0.48586,0.12463,0.56995
-0.48587,0.1245,0.57005
-0.48588,0.12453,0.57003
-0.48585,0.12458,0.56996
-0.48587,0.12457,0.57002
-0.48585,0.12459,0.56996
-0.48584,0.12462,0.56994
-0.48586,0.12452,0.56999
-0.48585,0.12464,0.56996
-0.48587,0.12452,0.57002
-0.48586,0.12461,0.56997
-0.48585,0.12455,0.56997
-0.48588,0.12454,0.57003
-0.48584,0.12449,0.57003
-0.48584,0.12463,0.56991
-0.48582,0.1246,0.5699
-0.48586,0.12462,0.56996
-0.48585,0.1245,0.57002
-0.48586,0.12462,0.56997
-0.48588,0.12455,0.57005
-0.48584,0.1246,0.56995
-0.48588,0.12465,0.56999
-0.48586,0.12456,0.56999
-0.48586,0.12465,0.56996
-0.48584,0.12459,0.56998
-0.48586,0.12464,0.56993
-0.48584,0.12465,0.56995
-0.48586,0.1246,0.56997
-0.48585,0.12459,0.56999
-0.48588,0.12453,0.57004
-0.48582,0.12464,0.56995
-0.48589,0.1245,0.57007
-0.48585,0.12464,0.56995
-0.48588,0.1246,0.56998
-0.48586,0.12453,0.56999
-0.48582,0.12457,0.56993
-0.48588,0.12453,0.57004
-0.48593,0.12467,0.5701
-0.48586,0.12452,0.57001
-0.48595,0.12468,0.57014
-0.48586,0.12454,0.57001
-0.48582,0.12462,0.56993
-0.48591,0.12461,0.57007
-0.48585,0.1245,0.57001
-0.48589,0.12468,0.56997
-0.48587,0.12456,0.57003
-0.48589,0.12465,0.56998
-0.4859,0.12461,0.57011
-0.48591,0.12467,0.5701
-0.48586,0.12454,0.57
-0.48586,0.12454,0.57002
-0.48599,0.12467,0.57018
-0.48591,0.12461,0.57015
-0.48677,0.12306,0.57251
-0.4865,0.12308,0.57219
-0.48672,0.12239,0.57303
-0.48686,0.12236,0.57343
-0.48659,0.12235,0.5729
-0.4868,0.12225,0.57323
-0.48732,0.12296,0.57375
-0.48675,0.12262,0.57299
-0.48693,0.12268,0.57321
-0.48684,0.12186,0.57352
-0.48687,0.12188,0.57356
-0.48676,0.1216,0.57337
-0.48777,0.12129,0.57498
-0.48894,0.12092,0.57618
-0.48933,0.121,0.57657
-0.48966,0.12139,0.57657
-0.48973,0.12185,0.57625
-0.49001,0.12202,0.57609
-0.48994,0.12217,0.57628
-0.48989,0.12224,0.57598
-0.49005,0.12247,0.57534
-0.4899,0.12353,0.57455
-0.49119,0.12324,0.57487
-0.49021,0.12456,0.57518
-0.48903,0.12573,0.57586
-0.48731,0.12766,0.57683
-0.48613,0.12948,0.57764
-0.48393,0.13075,0.57862
-0.4826,0.13329,0.57979
-0.48101,0.13532,0.58089
-0.47995,0.13767,0.58197
-0.47891,0.14018,0.58305
-0.47761,0.14223,0.58383
-0.47617,0.14448,0.58513
